id,complaint_id,raw_text,address,ward_name,ward_id,zone,category,urgency_score,status,officer_id,department,filed_date,resolved_date,resolution_days,is_fake_resolution,is_affluent_ward,source,predicted_category,confidence,ai_urgency_score,latitude,longitude
543.0,SYN6B46C6,Transformer near vegetable market sparking and making loud noise for 23 days. Residents afraid it will catch fire. BESCOM lineman visited but did not fix.,"219, 2nd Main Road, Yelahanka, Bengaluru",Yelahanka,5.0,North,Electricity,84.0,open,,BESCOM,2026-02-27 12:55:24,,,False,False,synthetic,,,,,
544.0,SYNA826EA,Open water sump near bus stop has mosquito breeding. Kids playing nearby at risk. Sump has been open for 36 days without any action from authorities.,"178, Sarjapur Road, Rajajinagar, Bengaluru",Rajajinagar,67.0,West,Water,26.0,open,,BWSSB,2025-11-30 12:55:24,,,False,False,synthetic,,,,,
545.0,SYN53BF7C,Electricity bill doubled without any increase in consumption. Meter tampering suspected. BESCOM officials dismissing complaint without proper investigation.,"168, 9th Main, Hebbal, Bengaluru",Hebbal,16.0,North,Electricity,14.0,resolved,OFF353,BESCOM,2025-12-05 12:55:24,2025-12-23 12:55:24,18.0,False,False,synthetic,,,,,
546.0,SYN76AA37,Dirty and smelly water coming from taps in RT Nagar since 57 days. Suspected sewage contamination. Children and elderly residents getting sick.,"184, Brigade Road, RT Nagar, Bengaluru",RT Nagar,25.0,North,Water,38.0,open,,BWSSB,2026-01-25 12:55:24,,,False,False,synthetic,,,,,
547.0,SYN46BB8B,Construction work on Hosur Road blocked the drainage channel. Water now entering our housing society during rains. Builder not restoring drainage despite notices.,"229, Hosur Road, Marathahalli, Bengaluru",Marathahalli,85.0,East,Drainage,44.0,resolved,OFF165,Engineering,2026-02-15 12:55:24,2026-05-06 12:55:24,80.0,True,False,synthetic,,,,,
548.0,SYN23DB2F,Garbage vehicle collecting only from main road. Not entering side lanes in Whitefield. Residents have to carry garbage to main road which is 500m away.,"254, 5th Cross, Whitefield, Bengaluru",Whitefield,84.0,East,Sanitation,36.0,resolved,OFF221,SWM,2025-12-11 12:55:24,2025-12-15 12:55:24,4.0,False,True,synthetic,,,,,
549.0,SYN3CCFDD,Underground drainage pipe collapsed near 100 Feet Road. Sewage coming up on road. Unbearable stench. BBMP contractor dug up road but not yet repaired after 24 days.,"227, 100 Feet Road, Bommanahalli, Bengaluru",Bommanahalli,174.0,South,Drainage,93.0,open,,Engineering,2025-12-04 12:55:24,,,False,False,synthetic,,,,,
550.0,SYN2462F3,Diesel generator at commercial building on Outer Ring Road running all night creating unbearable noise. Air and noise pollution affecting residents of BTM Layout.,"248, Outer Ring Road, BTM Layout, Bengaluru",BTM Layout,168.0,South,Noise,35.0,open,,Health,2025-11-15 12:55:24,,,False,False,synthetic,,,,,
551.0,SYNB69E61,Electricity bill doubled without any increase in consumption. Meter tampering suspected. BESCOM officials dismissing complaint without proper investigation.,"181, 1st Main Road, JP Nagar, Bengaluru",JP Nagar,184.0,South,Electricity,24.0,resolved,OFF422,BESCOM,2026-02-20 12:55:24,2026-02-23 12:55:24,3.0,False,True,synthetic,,,,,
552.0,SYN56B584,Commercial establishment near temple dumping garbage on road at night. BBMP enforcement not taking action despite complaints. Need CCTV monitoring.,"84, KR Road, Jayanagar, Bengaluru",Jayanagar,172.0,South,Sanitation,37.0,open,,SWM,2025-12-07 12:55:24,,,False,True,synthetic,,,,,
553.0,SYN753D57,Pourakarmikas sweeping road but leaving garbage in pile. Not collecting it in vehicle. Garbage pile left on road for days gets scattered by wind and animals.,"125, 5th Cross, Banashankari, Bengaluru",Banashankari,165.0,South,Sanitation,31.0,resolved,OFF132,SWM,2026-03-06 12:55:24,2026-03-29 12:55:24,23.0,True,False,synthetic,,,,,
554.0,SYN7E0D5D,No water supply in JP Nagar for past 7 days. Residents buying water tankers at Rs 800 per trip. BWSSB not responding. Please take immediate action.,"297, Residency Road, JP Nagar, Bengaluru",JP Nagar,184.0,South,Water,58.0,open,,BWSSB,2025-11-18 12:55:24,,,False,True,synthetic,,,,,
555.0,SYNF9B199,Street light poles on 80 Feet Road installed but no power supply given for 3 days. Poles standing with no lights. Area completely dark at night.,"67, 80 Feet Road, HSR Layout, Bengaluru",HSR Layout,174.0,South,Electricity,65.0,resolved,OFF448,BESCOM,2026-01-29 12:55:24,2026-01-30 12:55:24,1.0,False,True,synthetic,,,,,
556.0,SYN4F4F32,Open water sump near post office has mosquito breeding. Kids playing nearby at risk. Sump has been open for 47 days without any action from authorities.,"276, Old Airport Road, KR Puram, Bengaluru",KR Puram,94.0,East,Water,38.0,open,,BWSSB,2026-03-07 12:55:24,,,False,False,synthetic,,,,,
557.0,SYN0089BB,Overflowing garbage bin near temple on Sarjapur Road has not been emptied for 44 days. Terrible stench affecting entire locality. Stray animals scattering garbage.,"188, Sarjapur Road, Yelahanka, Bengaluru",Yelahanka,5.0,North,Sanitation,58.0,open,,SWM,2025-12-28 12:55:24,,,False,False,synthetic,,,,,
558.0,SYN591E74,Sewage water mixing with drinking water pipeline near Bellary Road. Residents falling sick. Children having stomach infections. Health emergency situation in Banashankari.,"233, Bellary Road, Banashankari, Bengaluru",Banashankari,165.0,South,Water,99.0,resolved,OFF147,BWSSB,2026-03-07 12:55:24,2026-04-05 12:55:24,29.0,False,False,synthetic,,,,,
559.0,SYN51567D,Tar road near Banashankari completely damaged. Only gravel and mud visible. During rains water logging happens and road becomes unusable. Immediate repair needed.,"276, Bannerghatta Road, Banashankari, Bengaluru",Banashankari,165.0,South,Road,48.0,open,,Engineering,2026-02-21 12:55:24,,,False,False,synthetic,,,,,
560.0,SYNEF4BCB,Footpath trees cut by neighbour for construction. Encroachment on public footpath land. BBMP tree officer not responding to complaint filed 2 months ago.,"189, HAL Airport Road, BTM Layout, Bengaluru",BTM Layout,168.0,South,Encroachment,18.0,resolved,OFF565,Town Planning,2025-12-21 12:55:24,2026-09-21 12:55:24,274.0,False,False,synthetic,,,,,
561.0,SYNB194FF,Unauthorized event hall near JP Nagar conducting events with loud music on weeknights. No permission from BBMP. Residents unable to sleep.,"253, Mysore Road, JP Nagar, Bengaluru",JP Nagar,184.0,South,Noise,19.0,resolved,OFF672,Health,2025-11-27 12:55:24,2025-12-11 12:55:24,14.0,False,True,synthetic,,,,,
562.0,SYNBFC22D,Streetlight not working on 1st Main Road near church for past 26 days. Area is completely dark at night. Women and elderly residents afraid to step out.,"195, 1st Main Road, Govindrajnagar, Bengaluru",Govindrajnagar,57.0,West,Road,51.0,resolved,OFF534,Engineering,2025-12-13 12:55:24,2025-12-30 12:55:24,17.0,True,False,synthetic,,,,,
563.0,SYN47156D,Water supply stopped completely in Channasandra since last 31 days with no notice. Residents with medical conditions severely affected. Elderly residents suffering.,"233, MG Road, Channasandra, Bengaluru",Channasandra,92.0,East,Water,38.0,open,,BWSSB,2026-03-09 12:55:24,,,False,False,synthetic,,,,,
564.0,SYNE87920,Electric meter box on CMH Road left open and exposed to rain. Live wires visible. Children at serious risk. BESCOM not responding to urgent complaints.,"245, CMH Road, KR Puram, Bengaluru",KR Puram,94.0,East,Electricity,74.0,resolved,OFF256,BESCOM,2025-11-15 12:55:24,2025-11-23 12:55:24,8.0,True,False,synthetic,,,,,
565.0,SYNDC7D86,Footpath near 100 Feet Road completely encroached by vendors and construction material. Pedestrians forced to walk on road risking their lives.,"27, 100 Feet Road, Dasarahalli, Bengaluru",Dasarahalli,4.0,West,Road,27.0,resolved,OFF401,Engineering,2026-02-02 12:55:24,2026-02-19 12:55:24,17.0,False,False,synthetic,,,,,
566.0,SYND9AFEA,Unauthorized event hall near Jayanagar conducting events with loud music on weeknights. No permission from BBMP. Residents unable to sleep.,"213, Tumkur Road, Jayanagar, Bengaluru",Jayanagar,172.0,South,Noise,13.0,open,,Health,2025-12-02 12:55:24,,,False,True,synthetic,,,,,
567.0,SYNF2ED9E,Road widening work started near post office but abandoned midway for 57 days. Half dug road causing severe traffic congestion and accidents.,"113, Mysore Road, Banashankari, Bengaluru",Banashankari,165.0,South,Road,95.0,resolved,OFF599,Engineering,2025-11-18 12:55:24,2026-01-17 12:55:24,60.0,False,False,synthetic,,,,,
568.0,SYN5086FE,Commercial establishment near temple dumping garbage on road at night. BBMP enforcement not taking action despite complaints. Need CCTV monitoring.,"292, 5th Cross, Koramangala, Bengaluru",Koramangala,151.0,South,Sanitation,22.0,open,,SWM,2026-02-21 12:55:24,,,False,True,synthetic,,,,,
569.0,SYN285125,Footpath trees cut by neighbour for construction. Encroachment on public footpath land. BBMP tree officer not responding to complaint filed 2 months ago.,"250, 5th Cross, RT Nagar, Bengaluru",RT Nagar,25.0,North,Encroachment,35.0,open,,Town Planning,2026-02-02 12:55:24,,,False,False,synthetic,,,,,
570.0,SYN359DAA,Sewage water mixing with drinking water pipeline near 9th Main. Residents falling sick. Children having stomach infections. Health emergency situation in Chikkabettahalli.,"270, 9th Main, Chikkabettahalli, Bengaluru",Chikkabettahalli,8.0,North,Water,74.0,open,,BWSSB,2026-02-11 12:55:24,,,False,False,synthetic,,,,,
571.0,SYN8525E0,Vendor encroachment near church spreading onto road every day. Area impassable during morning hours. BBMP pourakarmikas protecting vendors.,"42, MG Road, Nagawara, Bengaluru",Nagawara,24.0,North,Encroachment,29.0,resolved,OFF638,Town Planning,2026-01-03 12:55:24,2026-08-13 12:55:24,222.0,False,False,synthetic,,,,,
572.0,SYNF63030,Overflowing garbage bin near petrol bunk on Outer Ring Road has not been emptied for 13 days. Terrible stench affecting entire locality. Stray animals scattering garbage.,"248, Outer Ring Road, Hebbal, Bengaluru",Hebbal,16.0,North,Sanitation,50.0,open,,SWM,2025-11-19 12:55:24,,,False,False,synthetic,,,,,
573.0,SYN5517A1,Drainage blocked near Banashankari. Water stagnation on road and footpath for past 60 days after each rain. Mosquito breeding risk. Residents using alternate routes.,"231, Old Airport Road, Banashankari, Bengaluru",Banashankari,165.0,South,Drainage,67.0,resolved,OFF699,Engineering,2026-02-21 12:55:24,2026-05-20 12:55:24,88.0,False,False,synthetic,,,,,
574.0,SYND7C8E9,Frequent power fluctuations in RT Nagar damaging appliances. Three refrigerators and TVs already damaged in our building. BESCOM not taking responsibility.,"197, Outer Ring Road, RT Nagar, Bengaluru",RT Nagar,25.0,North,Electricity,41.0,open,,BESCOM,2025-12-04 12:55:24,,,False,False,synthetic,,,,,
575.0,REAL010,Garbage not being swept and cleared for weeks near our area. Too stinky and smell. Residents cannot walk on street as garbage is piling up. Stray dogs scattering garbage everywhere.,"Near Thimmareddy Layout, Near Nirman Sonesta Developers",Whitefield,84.0,East,Sanitation,52.0,resolved,OFF777,SWM,2025-08-09 12:55:24,2025-08-10 12:55:24,1.0,False,True,real,,,,,
576.0,SYN462F3D,Stormwater drain on 2nd Main Road has no cover. Open drain is dangerous especially for children and two wheeler riders. Covered only 2 years ago but cover missing again.,"143, 2nd Main Road, Kadubeesanahalli, Bengaluru",Kadubeesanahalli,87.0,East,Road,77.0,open,,Engineering,2026-02-26 12:55:24,,,False,False,synthetic,,,,,
577.0,SYN2B3ACE,High tension wire passing over residential area in Shivajinagar at unsafe height. Coconut trees touching the wire. Risk of short circuit and fire.,"277, Varthur Road, Shivajinagar, Bengaluru",Shivajinagar,73.0,Central,Electricity,95.0,resolved,OFF659,BESCOM,2026-02-03 12:55:24,2026-02-21 12:55:24,18.0,False,False,synthetic,,,,,
578.0,SYN874E6B,Loudspeaker from commercial establishment near primary health centre playing music at high volume till midnight every day. Police and BBMP both not taking action.,"167, 2nd Main Road, HSR Layout, Bengaluru",HSR Layout,174.0,South,Noise,21.0,open,,Health,2025-12-19 12:55:24,,,False,True,synthetic,,,,,
579.0,SYN4DF80E,Diesel generator at commercial building on 100 Feet Road running all night creating unbearable noise. Air and noise pollution affecting residents of Malleswaram.,"287, 100 Feet Road, Malleswaram, Bengaluru",Malleswaram,44.0,West,Noise,32.0,resolved,OFF940,Health,2026-01-01 12:55:24,2026-01-06 12:55:24,5.0,False,True,synthetic,,,,,
580.0,SYN6F404F,Dead cow lying near bus stop for 9 days. BBMP not removing despite multiple calls to helpline. Terrible stench and disease risk to nearby residents.,"161, Brigade Road, Nagawara, Bengaluru",Nagawara,24.0,North,Sanitation,51.0,open,,SWM,2025-11-28 12:55:24,,,False,False,synthetic,,,,,
581.0,SYN118F09,Storm drain on 3rd Block Main Road overflowing during rains. Sewage water entering houses in low lying area. Ground floor residents severely affected every monsoon.,"68, 3rd Block Main Road, Rajarajeswari Nagar, Bengaluru",Rajarajeswari Nagar,155.0,West,Drainage,54.0,resolved,OFF625,Engineering,2025-12-28 12:55:24,2026-05-15 12:55:24,138.0,False,False,synthetic,,,,,
582.0,SYN894BCA,Sewage water mixing with drinking water pipeline near 5th Cross. Residents falling sick. Children having stomach infections. Health emergency situation in Dasarahalli.,"290, 5th Cross, Dasarahalli, Bengaluru",Dasarahalli,4.0,West,Water,95.0,resolved,OFF901,BWSSB,2025-12-13 12:55:24,2026-02-17 12:55:24,66.0,False,False,synthetic,,,,,
583.0,SYN093E0C,Government land near Brigade Road encroached. Compound wall being built on BBMP road margin. Construction happening without any plan approval or permission.,"193, Brigade Road, HSR Layout, Bengaluru",HSR Layout,174.0,South,Encroachment,35.0,resolved,OFF310,Town Planning,2026-01-10 12:55:24,2026-01-30 12:55:24,20.0,False,True,synthetic,,,,,
584.0,SYN78A647,Speed breaker missing on 3rd Block Main Road near school zone. Children crossing road at risk. Vehicles speeding dangerously. Multiple near misses reported.,"236, 3rd Block Main Road, Hebbal, Bengaluru",Hebbal,16.0,North,Road,72.0,resolved,OFF950,Engineering,2026-01-24 12:55:24,2026-03-22 12:55:24,57.0,True,False,synthetic,,,,,
585.0,SYN883C3F,Electric meter box on 9th Main left open and exposed to rain. Live wires visible. Children at serious risk. BESCOM not responding to urgent complaints.,"31, 9th Main, Bommanahalli, Bengaluru",Bommanahalli,174.0,South,Electricity,92.0,resolved,OFF261,BESCOM,2026-02-09 12:55:24,2026-03-04 12:55:24,23.0,False,False,synthetic,,,,,
586.0,SYN0270C4,Open manhole on 9th Main near metro station has no cover for 5 days. Extremely dangerous especially at night. One person has already fallen. Urgent action needed.,"169, 9th Main, Koramangala, Bengaluru",Koramangala,151.0,South,Drainage,92.0,open,,Engineering,2025-12-17 12:55:24,,,False,True,synthetic,,,,,
587.0,SYN062AF7,Street light poles on Tumkur Road installed but no power supply given for 9 days. Poles standing with no lights. Area completely dark at night.,"155, Tumkur Road, Indiranagar, Bengaluru",Indiranagar,80.0,East,Electricity,50.0,resolved,OFF842,BESCOM,2026-03-03 12:55:24,2026-03-06 12:55:24,3.0,False,True,synthetic,,,,,
588.0,SYNC5C601,Sewage treatment plant near lake area not functioning. Raw sewage being released into lake. Environmental disaster happening in front of BBMP eyes.,"218, Old Airport Road, Rajajinagar, Bengaluru",Rajajinagar,67.0,West,Drainage,36.0,resolved,OFF842,Engineering,2026-01-25 12:55:24,2026-04-04 12:55:24,69.0,True,False,synthetic,,,,,
589.0,SYNBD117C,Construction work on Panathur Road blocked the drainage channel. Water now entering our housing society during rains. Builder not restoring drainage despite notices.,"280, Panathur Road, Koramangala, Bengaluru",Koramangala,151.0,South,Drainage,63.0,open,,Engineering,2025-11-14 12:55:24,,,False,True,synthetic,,,,,
590.0,SYNA0F233,Kere bund near railway crossing encroached by unauthorized construction. Lake area shrinking. Already filed complaint with BBMP and lake authority but no action.,"106, Hosur Road, Dasarahalli, Bengaluru",Dasarahalli,4.0,West,Encroachment,15.0,resolved,OFF675,Town Planning,2026-03-07 12:55:24,2026-11-09 12:55:24,247.0,False,False,synthetic,,,,,
591.0,SYN27D629,No water supply in Dasarahalli for past 41 days. Residents buying water tankers at Rs 800 per trip. BWSSB not responding. Please take immediate action.,"282, Sarjapur Road, Dasarahalli, Bengaluru",Dasarahalli,4.0,West,Water,58.0,resolved,OFF466,BWSSB,2026-03-06 12:55:24,2026-04-07 12:55:24,32.0,False,False,synthetic,,,,,
592.0,SYN241452,Rajakaluve encroachment near bus stop blocking natural drainage. Flooding in residential area every year. BBMP not taking action against encroachers.,"206, 8th Cross, KR Puram, Bengaluru",KR Puram,94.0,East,Drainage,97.0,open,,Engineering,2025-11-21 12:55:24,,,False,False,synthetic,,,,,
593.0,SYN9EF077,Naala encroachment near Mysore Road by plot owner. Sewage now backing up into adjacent plots during rain. BBMP survey team visited but no action in 10 days.,"130, Mysore Road, Marathahalli, Bengaluru",Marathahalli,85.0,East,Encroachment,34.0,open,,Town Planning,2025-11-17 12:55:24,,,False,False,synthetic,,,,,
594.0,SYN13E9CA,Drainage work done near railway crossing but not connected to main drain. Water accumulating and stagnating for 8 days. Work appears to be substandard.,"90, 100 Feet Road, Dasarahalli, Bengaluru",Dasarahalli,4.0,West,Drainage,19.0,open,,Engineering,2025-11-14 12:55:24,,,False,False,synthetic,,,,,
595.0,SYN16199F,Vendor encroachment near BBMP park spreading onto road every day. Area impassable during morning hours. BBMP pourakarmikas protecting vendors.,"44, 80 Feet Road, Marathahalli, Bengaluru",Marathahalli,85.0,East,Encroachment,27.0,open,,Town Planning,2026-03-07 12:55:24,,,False,False,synthetic,,,,,
596.0,SYN5A9FBC,Pourakarmikas sweeping road but leaving garbage in pile. Not collecting it in vehicle. Garbage pile left on road for days gets scattered by wind and animals.,"252, CMH Road, Marathahalli, Bengaluru",Marathahalli,85.0,East,Sanitation,19.0,open,,SWM,2026-01-31 12:55:24,,,False,False,synthetic,,,,,
597.0,SYN76F421,Footpath near Outer Ring Road completely encroached by permanent vendor stalls. Pedestrians forced to walk on road. BBMP inspection team visited but no action taken.,"150, Outer Ring Road, Nagawara, Bengaluru",Nagawara,24.0,North,Encroachment,10.0,resolved,OFF988,Town Planning,2026-02-06 12:55:24,2026-11-27 12:55:24,294.0,False,False,synthetic,,,,,
598.0,SYNCFCB60,Dirty and smelly water coming from taps in Banashankari since 15 days. Suspected sewage contamination. Children and elderly residents getting sick.,"240, Varthur Road, Banashankari, Bengaluru",Banashankari,165.0,South,Water,23.0,open,,BWSSB,2026-02-28 12:55:24,,,False,False,synthetic,,,,,
599.0,SYN3031DA,Garbage vehicle collecting only from main road. Not entering side lanes in Channasandra. Residents have to carry garbage to main road which is 500m away.,"235, Whitefield Main Road, Channasandra, Bengaluru",Channasandra,92.0,East,Sanitation,40.0,resolved,OFF137,SWM,2026-01-10 12:55:24,2026-01-22 12:55:24,12.0,False,False,synthetic,,,,,
600.0,SYNB3FE08,Diesel generator at commercial building on KR Road running all night creating unbearable noise. Air and noise pollution affecting residents of Yelahanka.,"295, KR Road, Yelahanka, Bengaluru",Yelahanka,5.0,North,Noise,15.0,open,,Health,2026-03-02 12:55:24,,,False,False,synthetic,,,,,
601.0,SYN60E840,Open garbage dumping happening near 2nd Main Road by outsiders. BBMP has not put up any fencing or signboard. Area turning into permanent garbage dump.,"213, 2nd Main Road, BTM Layout, Bengaluru",BTM Layout,168.0,South,Sanitation,12.0,open,,SWM,2026-02-21 12:55:24,,,False,False,synthetic,,,,,
602.0,SYN28BD7A,Vendor encroachment near church spreading onto road every day. Area impassable during morning hours. BBMP pourakarmikas protecting vendors.,"218, 1st Main Road, Shivajinagar, Bengaluru",Shivajinagar,73.0,Central,Encroachment,39.0,open,,Town Planning,2025-12-14 12:55:24,,,False,False,synthetic,,,,,
603.0,SYN119407,New water connection applied 6 months ago but not given yet. All documents submitted. Bribe demanded by BWSSB officials for processing connection.,"164, Panathur Road, Sadashivanagar, Bengaluru",Sadashivanagar,3.0,West,Water,22.0,resolved,OFF797,BWSSB,2026-03-05 12:55:24,2026-03-10 12:55:24,5.0,False,True,synthetic,,,,,
604.0,SYN8CE96D,Street light poles on MG Road installed but no power supply given for 51 days. Poles standing with no lights. Area completely dark at night.,"70, MG Road, Sadashivanagar, Bengaluru",Sadashivanagar,3.0,West,Electricity,56.0,open,,BESCOM,2026-01-31 12:55:24,,,False,True,synthetic,,,,,
605.0,SYNC6A5CD,Storm drain near JP Nagar encroached by builder for construction. Natural water flow blocked causing flooding in nearby low lying areas during rain.,"245, 2nd Main Road, JP Nagar, Bengaluru",JP Nagar,184.0,South,Encroachment,90.0,open,,Town Planning,2026-01-29 12:55:24,,,False,True,synthetic,,,,,
606.0,SYN0E0228,Open garbage dumping happening near Mysore Road by outsiders. BBMP has not put up any fencing or signboard. Area turning into permanent garbage dump.,"157, Mysore Road, RT Nagar, Bengaluru",RT Nagar,25.0,North,Sanitation,38.0,resolved,OFF390,SWM,2026-03-09 12:55:24,2026-03-31 12:55:24,22.0,True,False,synthetic,,,,,
607.0,SYND84055,Storm drain on Old Airport Road overflowing during rains. Sewage water entering houses in low lying area. Ground floor residents severely affected every monsoon.,"268, Old Airport Road, Dasarahalli, Bengaluru",Dasarahalli,4.0,West,Drainage,57.0,open,,Engineering,2026-01-28 12:55:24,,,False,False,synthetic,,,,,
608.0,SYNCE00A3,Transformer near mosque sparking and making loud noise for 43 days. Residents afraid it will catch fire. BESCOM lineman visited but did not fix.,"280, Hennur Road, Banashankari, Bengaluru",Banashankari,165.0,South,Electricity,91.0,resolved,OFF261,BESCOM,2026-02-08 12:55:24,2026-03-02 12:55:24,22.0,False,False,synthetic,,,,,
609.0,SYNCE2FD7,Street light poles on Whitefield Main Road installed but no power supply given for 37 days. Poles standing with no lights. Area completely dark at night.,"29, Whitefield Main Road, Malleswaram, Bengaluru",Malleswaram,44.0,West,Electricity,42.0,open,,BESCOM,2026-02-01 12:55:24,,,False,True,synthetic,,,,,
610.0,SYN3C123B,Speed breaker missing on Panathur Road near school zone. Children crossing road at risk. Vehicles speeding dangerously. Multiple near misses reported.,"53, Panathur Road, Kadubeesanahalli, Bengaluru",Kadubeesanahalli,87.0,East,Road,83.0,resolved,OFF853,Engineering,2025-11-27 12:55:24,2026-01-27 12:55:24,61.0,False,False,synthetic,,,,,
611.0,SYN0D4D0E,Diesel generator at commercial building on Panathur Road running all night creating unbearable noise. Air and noise pollution affecting residents of Bommanahalli.,"128, Panathur Road, Bommanahalli, Bengaluru",Bommanahalli,174.0,South,Noise,39.0,resolved,OFF920,Health,2025-11-24 12:55:24,2026-01-25 12:55:24,62.0,False,False,synthetic,,,,,
612.0,SYND17266,Footpath trees cut by neighbour for construction. Encroachment on public footpath land. BBMP tree officer not responding to complaint filed 2 months ago.,"181, Bannerghatta Road, Rajajinagar, Bengaluru",Rajajinagar,67.0,West,Encroachment,22.0,open,,Town Planning,2026-02-08 12:55:24,,,False,False,synthetic,,,,,
613.0,SYNF0CCB5,Rajakaluve encroachment near church blocking natural drainage. Flooding in residential area every year. BBMP not taking action against encroachers.,"15, 5th Cross, Dasarahalli, Bengaluru",Dasarahalli,4.0,West,Drainage,98.0,resolved,OFF593,Engineering,2026-02-09 12:55:24,2026-07-04 12:55:24,145.0,False,False,synthetic,,,,,
614.0,SYNC7DE2F,Unauthorized event hall near Banashankari conducting events with loud music on weeknights. No permission from BBMP. Residents unable to sleep.,"279, Bannerghatta Road, Banashankari, Bengaluru",Banashankari,165.0,South,Noise,19.0,open,,Health,2026-02-23 12:55:24,,,False,False,synthetic,,,,,
615.0,SYNB2B53E,Road divider near government school broken and lying on road. Sharp concrete pieces causing tyre punctures to passing vehicles. BBMP not responding to complaints.,"17, 3rd Block Main Road, Jayanagar, Bengaluru",Jayanagar,172.0,South,Road,67.0,resolved,OFF306,Engineering,2025-11-26 12:55:24,2025-11-29 12:55:24,3.0,False,True,synthetic,,,,,
616.0,SYN46D294,Footpath near Panathur Road completely encroached by permanent vendor stalls. Pedestrians forced to walk on road. BBMP inspection team visited but no action taken.,"90, Panathur Road, Marathahalli, Bengaluru",Marathahalli,85.0,East,Encroachment,39.0,open,,Town Planning,2025-12-29 12:55:24,,,False,False,synthetic,,,,,
617.0,SYN2F0FD5,Power cuts in Channasandra every day for 5 to 6 hours. BESCOM not giving any schedule. Work from home professionals and students severely affected.,"183, HAL Airport Road, Channasandra, Bengaluru",Channasandra,92.0,East,Electricity,10.0,open,,BESCOM,2025-12-21 12:55:24,,,False,False,synthetic,,,,,
618.0,SYN20C6C1,Tar road near Banashankari completely damaged. Only gravel and mud visible. During rains water logging happens and road becomes unusable. Immediate repair needed.,"77, 3rd Block Main Road, Banashankari, Bengaluru",Banashankari,165.0,South,Road,54.0,open,,Engineering,2026-01-26 12:55:24,,,False,False,synthetic,,,,,
619.0,SYND5730A,Storm drain on 9th Main overflowing during rains. Sewage water entering houses in low lying area. Ground floor residents severely affected every monsoon.,"83, 9th Main, Marathahalli, Bengaluru",Marathahalli,85.0,East,Drainage,48.0,open,,Engineering,2025-12-04 12:55:24,,,False,False,synthetic,,,,,
620.0,SYNE59523,Overflowing garbage bin near post office on Bellary Road has not been emptied for 32 days. Terrible stench affecting entire locality. Stray animals scattering garbage.,"93, Bellary Road, BTM Layout, Bengaluru",BTM Layout,168.0,South,Sanitation,61.0,resolved,OFF420,SWM,2025-12-04 12:55:24,2025-12-17 12:55:24,13.0,False,False,synthetic,,,,,
621.0,SYN24D3D3,Garbage segregation not being done by BBMP collection vehicle. Wet and dry waste being mixed despite our segregation efforts. Making citizens efforts pointless.,"212, Varthur Road, Bommanahalli, Bengaluru",Bommanahalli,174.0,South,Sanitation,25.0,open,,SWM,2025-11-22 12:55:24,,,False,False,synthetic,,,,,
622.0,SYNC35026,Naala encroachment near Sarjapur Road by plot owner. Sewage now backing up into adjacent plots during rain. BBMP survey team visited but no action in 8 days.,"174, Sarjapur Road, Nagawara, Bengaluru",Nagawara,24.0,North,Encroachment,22.0,resolved,OFF653,Town Planning,2025-11-30 12:55:24,2026-07-26 12:55:24,238.0,True,False,synthetic,,,,,
623.0,SYND999EC,Large pothole on Old Airport Road near mosque causing accidents and vehicle damage for past 4 days. Three two-wheelers have already fallen. No action from BBMP despite multiple complaints.,"220, Old Airport Road, Shivajinagar, Bengaluru",Shivajinagar,73.0,Central,Road,100.0,resolved,OFF307,Engineering,2026-02-25 12:55:24,2026-03-25 12:55:24,28.0,True,False,synthetic,,,,,
624.0,SYND8F66C,Storm drain near Kadubeesanahalli encroached by builder for construction. Natural water flow blocked causing flooding in nearby low lying areas during rain.,"257, Tumkur Road, Kadubeesanahalli, Bengaluru",Kadubeesanahalli,87.0,East,Encroachment,83.0,open,,Town Planning,2026-01-31 12:55:24,,,False,False,synthetic,,,,,
625.0,SYN6E3AF0,Footpath near 5th Cross completely encroached by vendors and construction material. Pedestrians forced to walk on road risking their lives.,"258, 5th Cross, JP Nagar, Bengaluru",JP Nagar,184.0,South,Road,24.0,open,,Engineering,2025-12-13 12:55:24,,,False,True,synthetic,,,,,
626.0,SYNB0D6A9,Open manhole on Outer Ring Road near lake area has no cover for 30 days. Extremely dangerous especially at night. One person has already fallen. Urgent action needed.,"129, Outer Ring Road, BTM Layout, Bengaluru",BTM Layout,168.0,South,Drainage,81.0,open,,Engineering,2026-02-05 12:55:24,,,False,False,synthetic,,,,,
627.0,SYNE69B4F,Drainage work done near metro station but not connected to main drain. Water accumulating and stagnating for 12 days. Work appears to be substandard.,"148, 80 Feet Road, Govindrajnagar, Bengaluru",Govindrajnagar,57.0,West,Drainage,13.0,open,,Engineering,2026-02-07 12:55:24,,,False,False,synthetic,,,,,
628.0,SYNAF9B5C,Electricity bill doubled without any increase in consumption. Meter tampering suspected. BESCOM officials dismissing complaint without proper investigation.,"112, Outer Ring Road, Channasandra, Bengaluru",Channasandra,92.0,East,Electricity,19.0,open,,BESCOM,2025-11-19 12:55:24,,,False,False,synthetic,,,,,
